"average_months_on_waiting_list","average_months_since_moved_in","county","percent_62_or_more_head_or_spouse","percent_85_or_more_head_or_spouse","percent_minority","percent_occupied","state","total_wait"
29,103,"=""Bernalillo County""",41,2,71,83,"=""NM""",132
NA,NA,"=""Catron County""",NA,NA,NA,NA,"=""NM""",-8
5,72,"=""Chaves County""",34,2,72,66,"=""NM""",77
3,45,"=""Cibola County""",23,1,78,76,"=""NM""",48
7,83,"=""Colfax County""",35,0,62,97,"=""NM""",90
45,60,"=""Curry County""",27,1,76,80,"=""NM""",105
2,65,"=""De Baca County""",46,2,22,90,"=""NM""",67
19,92,"=""Doña Ana County""",35,3,79,78,"=""NM""",111
5,63,"=""Eddy County""",38,3,74,84,"=""NM""",68
4,68,"=""Grant County""",32,1,64,85,"=""NM""",72
4,67,"=""Guadalupe County""",31,1,84,92,"=""NM""",71
NA,NA,"=""Harding County""",NA,NA,NA,NA,"=""NM""",-8
2,99,"=""Hidalgo County""",29,2,79,71,"=""NM""",101
6,61,"=""Lea County""",38,3,69,81,"=""NM""",67
5,80,"=""Lincoln County""",54,5,43,68,"=""NM""",85
12,91,"=""Los Alamos County""",38,1,38,81,"=""NM""",103
5,55,"=""Luna County""",40,3,59,84,"=""NM""",60
14,86,"=""McKinley County""",27,2,94,87,"=""NM""",100
1,85,"=""Mora County""",26,NA,77,91,"=""NM""",86
6,73,"=""Otero County""",33,2,52,73,"=""NM""",79
6,72,"=""Quay County""",22,NA,71,81,"=""NM""",78
32,88,"=""Rio Arriba County""",35,1,89,89,"=""NM""",120
5,119,"=""Roosevelt County""",46,5,65,57,"=""NM""",124
24,100,"=""Sandoval County""",39,3,80,83,"=""NM""",124
15,93,"=""San Juan County""",36,3,69,73,"=""NM""",108
8,91,"=""San Miguel County""",32,1,86,78,"=""NM""",99
15,98,"=""Santa Fe County""",51,4,70,86,"=""NM""",113
6,67,"=""Sierra County""",45,2,32,83,"=""NM""",73
5,93,"=""Socorro County""",53,2,65,78,"=""NM""",98
9,105,"=""Taos County""",43,2,57,72,"=""NM""",114
14,136,"=""Torrance County""",38,NA,35,65,"=""NM""",150
2,67,"=""Union County""",58,4,51,94,"=""NM""",69
9,72,"=""Valencia County""",34,2,68,68,"=""NM""",81
34,97,"=""Albany County""",44,4,61,76,"=""NY""",131
18,100,"=""Allegany County""",44,1,5,91,"=""NY""",118
18,216,"=""Bronx County""",43,4,97,90,"=""NY""",234
23,95,"=""Broome County""",46,5,44,79,"=""NY""",118
9,87,"=""Cattaraugus County""",39,3,14,91,"=""NY""",96
26,92,"=""Cayuga County""",44,4,18,87,"=""NY""",118
13,87,"=""Chautauqua County""",42,3,38,93,"=""NY""",100
20,82,"=""Chemung County""",35,1,30,89,"=""NY""",102
11,81,"=""Chenango County""",48,6,7,81,"=""NY""",92
13,86,"=""Clinton County""",41,4,8,93,"=""NY""",99
16,100,"=""Columbia County""",47,3,39,81,"=""NY""",116
7,80,"=""Cortland County""",51,6,8,94,"=""NY""",87
3,64,"=""Delaware County""",45,4,7,84,"=""NY""",67
37,102,"=""Dutchess County""",43,4,61,84,"=""NY""",139
37,112,"=""Erie County""",42,3,66,83,"=""NY""",149
10,83,"=""Essex County""",44,5,4,88,"=""NY""",93
7,79,"=""Franklin County""",39,4,7,89,"=""NY""",86
12,86,"=""Fulton County""",51,4,11,82,"=""NY""",98
6,86,"=""Genesee County""",47,4,19,92,"=""NY""",92
26,89,"=""Greene County""",54,7,20,94,"=""NY""",115
12,66,"=""Hamilton County""",12,NA,24,95,"=""NY""",78
12,66,"=""Herkimer County""",49,4,7,77,"=""NY""",78
16,85,"=""Jefferson County""",38,4,13,92,"=""NY""",101
44,218,"=""Kings County""",48,8,80,89,"=""NY""",262
4,78,"=""Lewis County""",34,5,3,91,"=""NY""",82
23,99,"=""Livingston County""",42,2,20,91,"=""NY""",122
7,70,"=""Madison County""",46,4,6,86,"=""NY""",77
23,107,"=""Monroe County""",41,3,69,84,"=""NY""",130
10,80,"=""Montgomery County""",35,2,55,82,"=""NY""",90
55,144,"=""Nassau County""",60,9,73,89,"=""NY""",199
43,267,"=""New York County""",54,8,93,92,"=""NY""",310
25,95,"=""Niagara County""",41,4,46,84,"=""NY""",120
25,92,"=""Oneida County""",40,4,44,83,"=""NY""",117
36,103,"=""Onondaga County""",40,4,59,87,"=""NY""",139
11,71,"=""Ontario County""",53,6,30,88,"=""NY""",82
44,134,"=""Orange County""",33,2,40,84,"=""NY""",178
25,75,"=""Orleans County""",52,4,22,92,"=""NY""",100
8,84,"=""Oswego County""",43,3,12,87,"=""NY""",92
29,96,"=""Otsego County""",48,5,14,89,"=""NY""",125
25,113,"=""Putnam County""",48,7,22,92,"=""NY""",138
32,214,"=""Queens County""",48,8,88,92,"=""NY""",246
44,79,"=""Rensselaer County""",38,3,49,81,"=""NY""",123
22,195,"=""Richmond County""",40,5,80,91,"=""NY""",217
32,153,"=""Rockland County""",43,6,34,89,"=""NY""",185
12,86,"=""St. Lawrence County""",50,4,4,87,"=""NY""",98
13,75,"=""Saratoga County""",53,6,13,88,"=""NY""",88
50,95,"=""Schenectady County""",36,3,59,89,"=""NY""",145
24,88,"=""Schoharie County""",57,6,8,98,"=""NY""",112
12,87,"=""Schuyler County""",71,10,3,92,"=""NY""",99
15,75,"=""Seneca County""",41,2,16,91,"=""NY""",90
17,79,"=""Steuben County""",45,3,11,90,"=""NY""",96
43,123,"=""Suffolk County""",52,7,55,85,"=""NY""",166
42,110,"=""Sullivan County""",35,2,41,78,"=""NY""",152
13,84,"=""Tioga County""",55,4,5,92,"=""NY""",97
33,100,"=""Tompkins County""",35,3,34,93,"=""NY""",133
15,102,"=""Ulster County""",49,4,31,84,"=""NY""",117
20,76,"=""Warren County""",47,4,9,94,"=""NY""",96
20,66,"=""Washington County""",58,7,4,93,"=""NY""",86
14,78,"=""Wayne County""",48,4,20,90,"=""NY""",92
38,138,"=""Westchester County""",48,6,85,88,"=""NY""",176
12,89,"=""Wyoming County""",49,5,2,92,"=""NY""",101
5,85,"=""Yates County""",57,4,4,91,"=""NY""",90
14,84,"=""Alamance County""",43,3,70,86,"=""NC""",98
10,78,"=""Alexander County""",20,1,27,78,"=""NC""",88
8,80,"=""Alleghany County""",36,2,9,88,"=""NC""",88
43,83,"=""Anson County""",23,1,92,88,"=""NC""",126
35,67,"=""Ashe County""",40,3,6,88,"=""NC""",102
3,76,"=""Avery County""",41,2,5,87,"=""NC""",79
20,101,"=""Beaufort County""",35,2,83,82,"=""NC""",121
8,103,"=""Bertie County""",26,1,93,69,"=""NC""",111
44,76,"=""Bladen County""",19,0,76,82,"=""NC""",120
25,106,"=""Brunswick County""",40,3,53,65,"=""NC""",131
7,85,"=""Buncombe County""",35,2,49,86,"=""NC""",92
13,77,"=""Burke County""",39,3,29,91,"=""NC""",90
43,92,"=""Cabarrus County""",31,3,79,85,"=""NC""",135
9,71,"=""Caldwell County""",31,2,36,89,"=""NC""",80
36,113,"=""Camden County""",20,4,44,77,"=""NC""",149
8,89,"=""Carteret County""",51,4,27,86,"=""NC""",97
3,76,"=""Caswell County""",25,1,75,82,"=""NC""",79
9,81,"=""Catawba County""",34,2,55,78,"=""NC""",90
12,111,"=""Chatham County""",36,3,68,70,"=""NC""",123
5,72,"=""Cherokee County""",40,2,12,86,"=""NC""",77
13,92,"=""Chowan County""",31,1,90,79,"=""NC""",105
1,82,"=""Clay County""",54,3,6,83,"=""NC""",83
24,105,"=""Cleveland County""",39,2,76,86,"=""NC""",129
12,89,"=""Columbus County""",39,2,76,82,"=""NC""",101
11,74,"=""Craven County""",33,1,79,91,"=""NC""",85
14,105,"=""Cumberland County""",28,2,90,94,"=""NC""",119
6,92,"=""Currituck County""",24,2,45,74,"=""NC""",98
50,83,"=""Dare County""",64,5,12,79,"=""NC""",133
30,87,"=""Davidson County""",38,2,62,82,"=""NC""",117
16,78,"=""Davie County""",43,3,39,92,"=""NC""",94
98,79,"=""Duplin County""",28,1,87,86,"=""NC""",177
19,108,"=""Durham County""",36,1,92,83,"=""NC""",127
9,93,"=""Edgecombe County""",24,2,95,88,"=""NC""",102
22,103,"=""Forsyth County""",33,2,87,80,"=""NC""",125
90,133,"=""Franklin County""",44,2,90,79,"=""NC""",223
19,88,"=""Gaston County""",40,2,66,88,"=""NC""",107
NA,NA,"=""Gates County""",NA,NA,NA,NA,"=""NC""",-8
2,84,"=""Graham County""",59,4,2,78,"=""NC""",86
35,79,"=""Granville County""",39,3,84,89,"=""NC""",114
10,111,"=""Greene County""",27,2,86,76,"=""NC""",121
38,95,"=""Guilford County""",34,2,88,81,"=""NC""",133
26,113,"=""Halifax County""",38,2,89,77,"=""NC""",139
10,89,"=""Harnett County""",35,1,71,88,"=""NC""",99
9,80,"=""Haywood County""",43,2,4,78,"=""NC""",89
14,78,"=""Henderson County""",46,3,24,86,"=""NC""",92
6,105,"=""Hertford County""",34,2,94,76,"=""NC""",111
82,89,"=""Hoke County""",20,2,87,76,"=""NC""",171
1,136,"=""Hyde County""",41,6,88,85,"=""NC""",137
17,91,"=""Iredell County""",32,1,74,98,"=""NC""",108
6,81,"=""Jackson County""",39,2,6,75,"=""NC""",87
26,99,"=""Johnston County""",39,2,73,95,"=""NC""",125
10,114,"=""Jones County""",52,2,67,93,"=""NC""",124
17,88,"=""Lee County""",35,3,78,80,"=""NC""",105
7,87,"=""Lenoir County""",33,2,92,91,"=""NC""",94
19,109,"=""Lincoln County""",38,2,45,87,"=""NC""",128
10,93,"=""McDowell County""",50,5,13,79,"=""NC""",103
10,69,"=""Macon County""",59,3,6,68,"=""NC""",79
24,80,"=""Madison County""",35,1,2,96,"=""NC""",104
11,90,"=""Martin County""",27,1,92,90,"=""NC""",101
NA,113,"=""Mecklenburg County""",35,2,91,68,"=""NC""",112
4,83,"=""Mitchell County""",34,2,7,88,"=""NC""",87
6,84,"=""Montgomery County""",33,2,75,92,"=""NC""",90
23,83,"=""Moore County""",40,4,72,87,"=""NC""",106
6,91,"=""Nash County""",40,3,88,88,"=""NC""",97
40,126,"=""New Hanover County""",39,2,77,67,"=""NC""",166
23,106,"=""Northampton County""",26,1,96,82,"=""NC""",129
7,93,"=""Onslow County""",27,1,66,78,"=""NC""",100
10,122,"=""Orange County""",37,5,70,88,"=""NC""",132
17,99,"=""Pamlico County""",25,NA,78,97,"=""NC""",116
16,104,"=""Pasquotank County""",32,2,85,79,"=""NC""",120
71,91,"=""Pender County""",25,1,75,71,"=""NC""",162
10,86,"=""Perquimans County""",26,2,86,86,"=""NC""",96
20,96,"=""Person County""",33,3,76,88,"=""NC""",116
41,108,"=""Pitt County""",38,2,91,82,"=""NC""",149
7,83,"=""Polk County""",57,1,22,84,"=""NC""",90
15,76,"=""Randolph County""",41,3,41,86,"=""NC""",91
15,79,"=""Richmond County""",27,1,79,89,"=""NC""",94
16,67,"=""Robeson County""",26,1,89,85,"=""NC""",83
43,82,"=""Rockingham County""",34,2,61,89,"=""NC""",125
28,77,"=""Rowan County""",31,2,77,92,"=""NC""",105
12,97,"=""Rutherford County""",45,2,47,85,"=""NC""",109
37,84,"=""Sampson County""",39,3,81,87,"=""NC""",121
15,75,"=""Scotland County""",22,1,87,85,"=""NC""",90
47,116,"=""Stanly County""",45,2,63,69,"=""NC""",163
19,80,"=""Stokes County""",56,4,14,91,"=""NC""",99
27,82,"=""Surry County""",48,3,27,93,"=""NC""",109
1,66,"=""Swain County""",49,NA,7,77,"=""NC""",67
13,88,"=""Transylvania County""",28,1,21,94,"=""NC""",101
43,99,"=""Tyrrell County""",29,NA,83,87,"=""NC""",142
46,115,"=""Union County""",36,2,74,65,"=""NC""",161
59,105,"=""Vance County""",36,3,89,84,"=""NC""",164
34,102,"=""Wake County""",36,3,86,94,"=""NC""",136
21,88,"=""Warren County""",41,1,94,79,"=""NC""",109
16,107,"=""Washington County""",29,1,94,84,"=""NC""",123
7,97,"=""Watauga County""",33,1,11,88,"=""NC""",104
11,84,"=""Wayne County""",33,2,87,92,"=""NC""",95
5,68,"=""Wilkes County""",35,2,21,90,"=""NC""",73
17,95,"=""Wilson County""",38,2,90,88,"=""NC""",112
6,87,"=""Yadkin County""",41,1,13,87,"=""NC""",93
7,81,"=""Yancey County""",39,2,2,88,"=""NC""",88
4,53,"=""Adams County""",73,NA,0,63,"=""ND""",57
4,56,"=""Barnes County""",30,2,7,99,"=""ND""",60
1,58,"=""Benson County""",27,9,30,64,"=""ND""",59
3,62,"=""Bottineau County""",63,12,33,74,"=""ND""",65
3,45,"=""Bowman County""",42,8,4,63,"=""ND""",48
NA,NA,"=""Burke County""",NA,NA,NA,NA,"=""ND""",-8
11,87,"=""Burleigh County""",38,5,26,77,"=""ND""",98
9,67,"=""Cass County""",36,3,33,79,"=""ND""",76
NA,NA,"=""Cavalier County""",NA,NA,NA,NA,"=""ND""",-10
1,51,"=""Dickey County""",55,11,5,65,"=""ND""",52
NA,NA,"=""Dunn County""",NA,NA,NA,NA,"=""ND""",-8
NA,NA,"=""Eddy County""",NA,NA,NA,NA,"=""ND""",-10
1,69,"=""Emmons County""",76,24,0,74,"=""ND""",70
3,72,"=""Foster County""",52,6,12,57,"=""ND""",75
4,58,"=""Golden Valley County""",84,36,0,67,"=""ND""",62
10,65,"=""Grand Forks County""",26,2,32,79,"=""ND""",75
NA,78,"=""Grant County""",85,31,8,70,"=""ND""",77
NA,NA,"=""Griggs County""",NA,NA,NA,NA,"=""ND""",-10
NA,NA,"=""Hettinger County""",NA,NA,NA,NA,"=""ND""",-8
NA,NA,"=""Kidder County""",NA,NA,NA,NA,"=""ND""",-8
5,52,"=""LaMoure County""",59,14,3,86,"=""ND""",57
NA,NA,"=""Logan County""",NA,NA,NA,NA,"=""ND""",-8
2,89,"=""McHenry County""",62,23,8,69,"=""ND""",91
2,76,"=""McIntosh County""",55,24,0,78,"=""ND""",78
41,34,"=""McKenzie County""",56,NA,0,62,"=""ND""",75
NA,97,"=""McLean County""",63,5,0,84,"=""ND""",96
2,60,"=""Mercer County""",66,14,2,80,"=""ND""",62
3,64,"=""Morton County""",42,6,16,84,"=""ND""",67
NA,NA,"=""Mountrail County""",NA,NA,NA,NA,"=""ND""",-10
6,55,"=""Nelson County""",56,13,3,64,"=""ND""",61
NA,NA,"=""Oliver County""",NA,NA,NA,NA,"=""ND""",-8
2,62,"=""Pembina County""",38,7,15,78,"=""ND""",64
2,64,"=""Pierce County""",42,6,15,67,"=""ND""",66
6,52,"=""Ramsey County""",33,2,44,64,"=""ND""",58
2,68,"=""Ransom County""",46,11,6,90,"=""ND""",70
NA,NA,"=""Renville County""",NA,NA,NA,NA,"=""ND""",-8
2,50,"=""Richland County""",37,5,24,77,"=""ND""",52
2,56,"=""Rolette County""",21,NA,94,70,"=""ND""",58
3,56,"=""Sargent County""",46,NA,0,67,"=""ND""",59
NA,NA,"=""Sheridan County""",NA,NA,NA,NA,"=""ND""",-8
4,54,"=""Stark County""",39,3,15,68,"=""ND""",58
NA,NA,"=""Steele County""",NA,NA,NA,NA,"=""ND""",-8
3,60,"=""Stutsman County""",33,4,18,58,"=""ND""",63
5,40,"=""Towner County""",31,NA,12,53,"=""ND""",45
8,56,"=""Traill County""",56,8,12,65,"=""ND""",64
1,69,"=""Walsh County""",33,4,16,60,"=""ND""",70
15,67,"=""Ward County""",30,3,24,84,"=""ND""",82
1,45,"=""Wells County""",30,9,2,57,"=""ND""",46
13,54,"=""Williams County""",35,2,24,66,"=""ND""",67
8,72,"=""Adams County""",31,1,2,80,"=""OH""",80
18,76,"=""Allen County""",29,1,51,94,"=""OH""",94
6,69,"=""Ashland County""",42,5,6,85,"=""OH""",75
13,82,"=""Ashtabula County""",39,2,27,87,"=""OH""",95
17,93,"=""Athens County""",33,2,5,92,"=""OH""",110
9,74,"=""Auglaize County""",31,2,8,92,"=""OH""",83
4,75,"=""Belmont County""",36,3,9,95,"=""OH""",79
4,70,"=""Brown County""",30,2,3,92,"=""OH""",74
8,103,"=""Butler County""",33,2,43,68,"=""OH""",111
NA,96,"=""Carroll County""",70,7,0,88,"=""OH""",95
6,70,"=""Champaign County""",57,4,7,88,"=""OH""",76
10,79,"=""Clark County""",34,2,39,76,"=""OH""",89
8,78,"=""Clermont County""",44,4,11,91,"=""OH""",86
9,70,"=""Clinton County""",41,2,10,81,"=""OH""",79
11,66,"=""Columbiana County""",30,2,9,86,"=""OH""",77
4,65,"=""Coshocton County""",37,3,6,91,"=""OH""",69
13,68,"=""Crawford County""",36,2,5,88,"=""OH""",81
18,103,"=""Cuyahoga County""",39,3,86,86,"=""OH""",121
8,75,"=""Darke County""",48,4,6,82,"=""OH""",83
23,85,"=""Defiance County""",36,3,29,88,"=""OH""",108
31,84,"=""Delaware County""",48,5,14,95,"=""OH""",115
10,84,"=""Erie County""",32,2,50,81,"=""OH""",94
21,83,"=""Fairfield County""",43,3,15,83,"=""OH""",104
38,68,"=""Fayette County""",37,2,8,71,"=""OH""",106
37,107,"=""Franklin County""",35,3,75,85,"=""OH""",144
20,113,"=""Fulton County""",45,NA,22,80,"=""OH""",133
13,77,"=""Gallia County""",29,0,7,86,"=""OH""",90
12,103,"=""Geauga County""",35,3,22,86,"=""OH""",115
31,76,"=""Greene County""",31,2,24,92,"=""OH""",107
3,73,"=""Guernsey County""",36,3,8,98,"=""OH""",76
20,96,"=""Hamilton County""",27,2,84,90,"=""OH""",116
7,74,"=""Hancock County""",38,2,19,78,"=""OH""",81
33,66,"=""Hardin County""",43,2,4,91,"=""OH""",99
5,74,"=""Harrison County""",39,0,12,64,"=""OH""",79
21,74,"=""Henry County""",71,5,8,90,"=""OH""",95
12,68,"=""Highland County""",27,1,6,83,"=""OH""",80
7,64,"=""Hocking County""",28,2,5,89,"=""OH""",71
6,61,"=""Holmes County""",43,3,10,86,"=""OH""",67
14,83,"=""Huron County""",38,1,11,76,"=""OH""",97
14,67,"=""Jackson County""",34,2,3,77,"=""OH""",81
7,83,"=""Jefferson County""",32,2,31,80,"=""OH""",90
11,74,"=""Knox County""",31,1,7,88,"=""OH""",85
22,101,"=""Lake County""",36,4,42,78,"=""OH""",123
12,96,"=""Lawrence County""",38,2,7,89,"=""OH""",108
28,85,"=""Licking County""",35,2,15,92,"=""OH""",113
18,68,"=""Logan County""",34,3,11,95,"=""OH""",86
20,98,"=""Lorain County""",25,1,64,92,"=""OH""",118
38,90,"=""Lucas County""",27,1,75,90,"=""OH""",128
6,72,"=""Madison County""",56,5,12,94,"=""OH""",78
27,89,"=""Mahoning County""",30,1,75,85,"=""OH""",116
16,80,"=""Marion County""",39,4,16,89,"=""OH""",96
11,87,"=""Medina County""",46,4,20,94,"=""OH""",98
7,64,"=""Meigs County""",39,2,5,84,"=""OH""",71
6,77,"=""Mercer County""",19,NA,27,83,"=""OH""",83
13,82,"=""Miami County""",41,3,14,91,"=""OH""",95
2,88,"=""Monroe County""",28,1,4,80,"=""OH""",90
12,83,"=""Montgomery County""",32,2,72,86,"=""OH""",95
3,62,"=""Morgan County""",43,3,13,89,"=""OH""",65
8,71,"=""Morrow County""",47,3,3,84,"=""OH""",79
8,76,"=""Muskingum County""",32,2,17,84,"=""OH""",84
8,79,"=""Noble County""",38,3,2,94,"=""OH""",87
82,73,"=""Ottawa County""",33,2,16,78,"=""OH""",155
18,114,"=""Paulding County""",47,7,13,78,"=""OH""",132
2,76,"=""Perry County""",37,1,1,94,"=""OH""",78
15,91,"=""Pickaway County""",45,2,7,80,"=""OH""",106
5,85,"=""Pike County""",35,1,4,90,"=""OH""",90
13,89,"=""Portage County""",29,2,35,82,"=""OH""",102
38,72,"=""Preble County""",33,2,3,81,"=""OH""",110
6,66,"=""Putnam County""",26,1,15,76,"=""OH""",72
17,92,"=""Richland County""",38,2,41,90,"=""OH""",109
13,81,"=""Ross County""",36,3,14,92,"=""OH""",94
14,70,"=""Sandusky County""",40,3,35,80,"=""OH""",84
12,82,"=""Scioto County""",33,2,7,94,"=""OH""",94
13,67,"=""Seneca County""",44,4,18,87,"=""OH""",80
7,67,"=""Shelby County""",29,0,11,96,"=""OH""",74
15,88,"=""Stark County""",31,2,49,86,"=""OH""",103
50,94,"=""Summit County""",32,2,61,94,"=""OH""",144
19,72,"=""Trumbull County""",30,1,45,87,"=""OH""",91
5,77,"=""Tuscarawas County""",47,4,5,93,"=""OH""",82
13,68,"=""Union County""",61,3,10,92,"=""OH""",81
9,77,"=""Van Wert County""",66,1,7,93,"=""OH""",86
11,84,"=""Vinton County""",32,1,1,89,"=""OH""",95
20,79,"=""Warren County""",41,4,14,92,"=""OH""",99
7,74,"=""Washington County""",43,2,5,80,"=""OH""",81
12,89,"=""Wayne County""",39,3,10,88,"=""OH""",101
24,104,"=""Williams County""",45,1,4,80,"=""OH""",128
16,83,"=""Wood County""",52,4,16,89,"=""OH""",99
10,66,"=""Wyandot County""",49,2,8,79,"=""OH""",76
3,61,"=""Adair County""",30,2,65,91,"=""OK""",64
NA,NA,"=""Alfalfa County""",NA,NA,NA,NA,"=""OK""",-8
4,64,"=""Atoka County""",45,3,27,97,"=""OK""",68
5,52,"=""Beckham County""",42,3,18,96,"=""OK""",57
14,60,"=""Blaine County""",39,NA,33,81,"=""OK""",74
14,78,"=""Bryan County""",74,6,9,95,"=""OK""",92
8,86,"=""Caddo County""",32,3,39,92,"=""OK""",94
13,82,"=""Canadian County""",55,5,30,93,"=""OK""",95
12,61,"=""Carter County""",41,3,29,94,"=""OK""",73
11,59,"=""Cherokee County""",39,2,42,93,"=""OK""",70
8,65,"=""Choctaw County""",33,1,56,79,"=""OK""",73
13,66,"=""Cleveland County""",29,2,40,89,"=""OK""",79
2,58,"=""Coal County""",51,5,28,98,"=""OK""",60
16,70,"=""Comanche County""",28,1,64,94,"=""OK""",86
7,41,"=""Cotton County""",29,2,17,94,"=""OK""",48
10,64,"=""Craig County""",42,5,16,92,"=""OK""",74
9,69,"=""Creek County""",43,2,19,92,"=""OK""",78
24,77,"=""Custer County""",47,7,28,93,"=""OK""",101
18,74,"=""Delaware County""",62,5,21,93,"=""OK""",92
NA,NA,"=""Dewey County""",NA,NA,NA,NA,"=""OK""",-8
NA,NA,"=""Ellis County""",NA,NA,NA,NA,"=""OK""",-8
10,60,"=""Garfield County""",52,4,18,89,"=""OK""",70
3,60,"=""Garvin County""",53,5,21,90,"=""OK""",63
11,67,"=""Grady County""",51,5,19,94,"=""OK""",78
NA,NA,"=""Grant County""",NA,NA,NA,NA,"=""OK""",-8
7,42,"=""Greer County""",44,7,18,90,"=""OK""",49
NA,53,"=""Harmon County""",68,5,45,80,"=""OK""",52
21,78,"=""Haskell County""",48,2,6,93,"=""OK""",99
7,65,"=""Hughes County""",38,NA,38,83,"=""OK""",72
9,64,"=""Jackson County""",49,3,55,91,"=""OK""",73
3,57,"=""Jefferson County""",43,1,7,90,"=""OK""",60
5,54,"=""Johnston County""",36,NA,19,57,"=""OK""",59
5,54,"=""Kay County""",35,2,20,94,"=""OK""",59
NA,68,"=""Kingfisher County""",91,9,9,86,"=""OK""",67
6,61,"=""Kiowa County""",39,3,34,91,"=""OK""",67
8,58,"=""Latimer County""",25,1,26,76,"=""OK""",66
10,60,"=""Le Flore County""",44,2,13,89,"=""OK""",70
17,88,"=""Lincoln County""",62,3,11,99,"=""OK""",105
18,79,"=""Logan County""",38,3,41,92,"=""OK""",97
4,63,"=""Love County""",50,6,6,69,"=""OK""",67
17,76,"=""McClain County""",62,1,22,94,"=""OK""",93
12,56,"=""McCurtain County""",26,2,51,86,"=""OK""",68
8,85,"=""McIntosh County""",74,6,32,93,"=""OK""",93
NA,34,"=""Major County""",17,NA,15,91,"=""OK""",33
3,78,"=""Marshall County""",53,2,12,94,"=""OK""",81
16,65,"=""Mayes County""",59,3,14,94,"=""OK""",81
NA,NA,"=""Murray County""",NA,NA,NA,NA,"=""OK""",-8
6,63,"=""Muskogee County""",34,1,46,80,"=""OK""",69
NA,NA,"=""Noble County""",NA,NA,NA,NA,"=""OK""",-8
NA,67,"=""Nowata County""",26,1,33,89,"=""OK""",66
7,74,"=""Okfuskee County""",48,3,19,95,"=""OK""",81
16,79,"=""Oklahoma County""",29,2,71,88,"=""OK""",95
12,71,"=""Okmulgee County""",34,2,45,77,"=""OK""",83
7,48,"=""Osage County""",39,3,52,89,"=""OK""",55
8,60,"=""Ottawa County""",43,2,16,63,"=""OK""",68
29,90,"=""Pawnee County""",32,NA,24,97,"=""OK""",119
24,76,"=""Payne County""",31,2,29,94,"=""OK""",100
12,55,"=""Pittsburg County""",30,1,24,90,"=""OK""",67
5,61,"=""Pontotoc County""",30,1,28,77,"=""OK""",66
11,76,"=""Pottawatomie County""",32,2,29,98,"=""OK""",87
5,58,"=""Pushmataha County""",43,3,15,90,"=""OK""",63
2,50,"=""Roger Mills County""",24,NA,10,100,"=""OK""",52
12,77,"=""Rogers County""",47,4,18,95,"=""OK""",89
5,65,"=""Seminole County""",34,2,29,69,"=""OK""",70
9,77,"=""Sequoyah County""",47,3,25,88,"=""OK""",86
11,59,"=""Stephens County""",49,4,23,82,"=""OK""",70
NA,NA,"=""Texas County""",NA,NA,NA,NA,"=""OK""",-8
7,57,"=""Tillman County""",44,NA,46,98,"=""OK""",64
22,70,"=""Tulsa County""",28,1,62,87,"=""OK""",92
14,78,"=""Wagoner County""",28,1,36,91,"=""OK""",92
6,59,"=""Washington County""",44,3,31,93,"=""OK""",65
NA,NA,"=""Washita County""",NA,NA,NA,NA,"=""OK""",-8
16,53,"=""Woods County""",32,3,6,89,"=""OK""",69
20,126,"=""Woodward County""",39,3,8,90,"=""OK""",146
12,86,"=""Baker County""",39,1,9,81,"=""OR""",98
23,89,"=""Benton County""",35,2,18,89,"=""OR""",112
17,107,"=""Clackamas County""",37,3,20,85,"=""OR""",124
66,95,"=""Clatsop County""",57,4,8,87,"=""OR""",161
17,102,"=""Columbia County""",40,2,9,87,"=""OR""",119
9,78,"=""Coos County""",41,2,9,90,"=""OR""",87
11,94,"=""Crook County""",42,1,5,86,"=""OR""",105
7,74,"=""Curry County""",61,4,10,90,"=""OR""",81
10,92,"=""Deschutes County""",38,3,12,91,"=""OR""",102
21,73,"=""Douglas County""",48,3,8,92,"=""OR""",94
NA,NA,"=""Gilliam County""",NA,NA,NA,NA,"=""OR""",-8
9,68,"=""Grant County""",35,3,1,85,"=""OR""",77
128,73,"=""Harney County""",52,4,7,89,"=""OR""",201
13,71,"=""Hood River County""",39,3,29,81,"=""OR""",84
59,81,"=""Jackson County""",43,3,15,92,"=""OR""",140
7,90,"=""Jefferson County""",40,2,20,90,"=""OR""",97
15,84,"=""Josephine County""",42,2,11,80,"=""OR""",99
8,63,"=""Klamath County""",37,2,21,93,"=""OR""",71
20,84,"=""Lake County""",47,NA,9,93,"=""OR""",104
22,102,"=""Lane County""",41,2,17,93,"=""OR""",124
10,83,"=""Lincoln County""",47,2,12,98,"=""OR""",93
28,95,"=""Linn County""",39,2,14,88,"=""OR""",123
78,63,"=""Malheur County""",34,2,34,90,"=""OR""",141
30,94,"=""Marion County""",39,2,28,83,"=""OR""",124
NA,105,"=""Morrow County""",32,NA,5,87,"=""OR""",104
NA,111,"=""Multnomah County""",43,3,48,87,"=""OR""",110
32,84,"=""Polk County""",34,2,21,79,"=""OR""",116
NA,102,"=""Sherman County""",83,25,0,73,"=""OR""",101
23,105,"=""Tillamook County""",61,1,4,88,"=""OR""",128
15,73,"=""Umatilla County""",43,2,22,90,"=""OR""",88
10,73,"=""Union County""",32,2,10,81,"=""OR""",83
5,102,"=""Wallowa County""",50,4,7,83,"=""OR""",107
11,80,"=""Wasco County""",36,1,14,74,"=""OR""",91
21,130,"=""Washington County""",39,4,37,88,"=""OR""",151
24,88,"=""Yamhill County""",33,2,17,86,"=""OR""",112
